label,linewidth,density,lineheight
4u-Ananda,0.12719,0.44749,0.45652
4u-Ananda,0.13816,0.47185,0.42492
4u-Ananda,0.1386,0.53657,0.38043
4u-Ananda,0.12732,0.54054,0.46711
4u-Ananda,0.18809,0.5428,0.4305
4u-Ananda,0.13103,0.57474,0.58224
4u-Ananda,0.15302,0.5427,0.40756
4u-Ananda,0.13621,0.54946,0.5118
4u-Ananda,0.16379,0.49895,0.49601
4u-Ananda,0.13649,0.53932,0.48355
4u-Ananda,0.14247,0.5349,0.40093
4u-Ananda,0.13793,0.57343,0.70641
4u-Ananda,0.14039,0.57048,0.50726
4u-Ananda,0.15948,0.52544,0.44912
4u-Ananda,0.14474,0.55306,0.40803
4u-Ananda,0.15205,0.49255,0.48246
4u-Ananda,0.13377,0.51563,0.50321
4u-Ananda,0.14386,0.53927,0.44474
4u-Ananda,0.14035,0.51731,0.50842
4u-Ananda,0.14386,0.49787,0.51675
4u-Ananda,0.12281,0.45142,0.49737
4u-Ananda,0.15263,0.54654,0.49929
4u-Ananda,0.14787,0.53233,0.51703
4u-Ananda,0.14035,0.46509,0.75636
4u-Ananda,0.1363,0.53912,0.51012
4u-Ananda,0.14474,0.50455,0.44253
4u-Ananda,0.13621,0.50376,0.47368
4u-Ananda,0.16379,0.48599,0.49601
4u-Ananda,0.17241,0.5406,0.42994
4u-Ananda,0.13103,0.57474,0.58224
4u-Ananda,0.12931,0.52337,0.41136
4u-Ananda,0.13448,0.49892,0.51945
4u-Ananda,0.13793,0.48412,0.4
4u-Ananda,0.14577,0.51012,0.48894
4u-Ananda,0.15805,0.5387,0.44862
4u-Ananda,0.16284,0.53389,0.44421
4u-Ananda,0.15302,0.53265,0.40756
4u-Ananda,0.15517,0.50685,0.47476
4u-Ananda,0.14757,0.56075,0.51908
4u-Ananda,0.15351,0.46581,0.25995
4u-Ananda,0.13684,0.53122,0.47725
4u-Ananda,0.14327,0.5643,0.43981
4u-Ananda,0.15263,0.55173,0.50596
4u-Ananda,0.14787,0.52073,0.49166
4u-Ananda,0.16667,0.49895,0.49601
4u-Ananda,0.14138,0.53441,0.4906
4u-Ananda,0.14693,0.51123,0.47154
4u-Ananda,0.1345,0.54067,0.44776
4u-Ananda,0.15948,0.53445,0.40688
4u-Ananda,0.13966,0.51477,0.5
4u-Ananda,0.12644,0.46117,0.44534
4u-Ananda,0.18621,0.49687,0.36947
4u-Ananda,0.12808,0.53158,0.36842
4u-Ananda,0.14009,0.48526,0.42105
4u-Ananda,0.125,0.48892,0.48684
4u-Ananda,0.12835,0.56312,0.5144
4u-Ananda,0.12835,0.56272,0.51559
4u-Ananda,0.133,0.50508,0.50255
4u-Ananda,0.15112,0.54914,0.46316
4u-Ananda,0.13793,0.40541,0.33458
4u-Ananda,0.13793,0.3287,0.29091
4u-Ananda,0.15134,0.4925,0.47368
4u-Ananda,0.12719,0.51208,0.42982
4u-Ananda,0.12782,0.54591,0.49879
4u-Ananda,0.12698,0.5364,0.45459
4u-Ananda,0.13816,0.4989,0.39498
4u-Ananda,0.13534,0.5506,0.5
4u-Ananda,0.14035,0.54614,0.5613
4u-Ananda,0.13596,0.53893,0.39192
4u-Ananda,0.14035,0.28788,0.86667
4u-Ananda,0.13333,0.50913,0.44345
4u-Ananda,0.13596,0.52599,0.51029
4u-Ananda,0.16523,0.50417,0.43739
4u-Ananda,0.1523,0.54108,0.40546
4u-Ananda,0.13793,0.48684,0.49671
4u-Ananda,0.12452,0.51147,0.41565
4u-Ananda,0.12759,0.5242,0.49151
4u-Ananda,0.14943,0.49877,0.47836
4u-Ananda,0.13602,0.52592,0.43789
4u-Ananda,0.17672,0.50807,0.37024
4u-Ananda,0.13362,0.51252,0.50114
4u-Ananda,0.13218,0.5142,0.39737
4u-Ananda,0.13362,0.52599,0.43785
4u-Ananda,0.17241,0.44989,0.32305
4u-Ananda,0.16379,0.48599,0.49601
4u-Ananda,0.13027,0.53524,0.39817
4u-Ananda,0.133,0.53795,0.48343
4u-Ananda,0.14138,0.49123,0.51675
4u-Ananda,0.15948,0.50849,0.44912
4u-Ananda,0.16379,0.51262,0.49601
4u-Ananda,0.13678,0.54661,0.4851
4u-Ananda,0.14332,0.55388,0.4557
4u-Ananda,0.13547,0.48185,0.45322
4u-Ananda,0.13621,0.51863,0.40881
4u-Ananda,0.14943,0.48517,0.47836
4u-Ananda,0.14943,0.52493,0.50395
4u-Ananda,0.15517,0.53819,0.53263
4u-Ananda,0.14163,0.52886,0.48392
4u-Ananda,0.15764,0.56537,0.42356
4u-Ananda,0.14943,0.48962,0.47836
4u-Ananda,0.13636,0.54344,0.4391
4u-Ananda,0.125,0.51901,0.49781
4u-Ananda,0.1408,0.49123,0.46093
4u-Ananda,0.14511,0.52632,0.49147
4u-Ananda,0.12874,0.44424,0.31462
4u-Ananda,0.14138,0.50469,0.51675
4u-Ananda,0.15086,0.53096,0.38883
4u-Ananda,0.13649,0.52156,0.43348
4u-Ananda,0.15517,0.42278,0.31065
4u-Ananda,0.13563,0.54337,0.4393
4u-Ananda,0.16569,0.52744,0.44389
4u-Ananda,0.15205,0.48517,0.47836
4u-Ananda,0.16764,0.53612,0.46979
4u-Ananda,0.18421,0.5256,0.49263
4u-Ananda,0.154,0.5202,0.47627
4u-Ananda,0.16667,0.48599,0.49601
4u-Ananda,0.14035,0.52381,0.53728
4u-Ananda,0.12719,0.51429,0.49624
4u-Ananda,0.13684,0.47268,0.45946
4u-Ananda,0.12531,0.51196,0.40688
4u-Ananda,0.1501,0.43035,0.2998
4u-Ananda,0.15205,0.49255,0.48246
4u-Ananda,0.16667,0.48014,0.30277
4u-Ananda,0.13839,0.54318,0.43936
4u-Ananda,0.14286,0.3348,0.42105
4u-Ananda,0.15476,0.48517,0.47836
4u-Ananda,0.13929,0.49614,0.49436
4u-Ananda,0.2381,0.49838,0.38265
4u-Ananda,0.1347,0.5587,0.49425
4u-Ananda,0.13547,0.49336,0.48607
4u-Ananda,0.13448,0.47559,0.46559
4u-Ananda,0.15086,0.4841,0.32906
4u-Ananda,0.1681,0.56254,0.60902
4u-Ananda,0.17241,0.47492,0.38265
4u-Ananda,0.13448,0.52272,0.48785
4u-Ananda,0.13075,0.52954,0.45724
4u-Ananda,0.12989,0.52996,0.39108
4u-Ananda,0.14532,0.54321,0.49972
4u-Ananda,0.16897,0.52441,0.54839
4u-Ananda,0.13649,0.58214,0.54413
4u-Ananda,0.15351,0.54158,0.38883
4u-Ananda,0.16374,0.4801,0.37895
4u-Ananda,0.16291,0.5474,0.39517
4u-Ananda,0.1462,0.53411,0.57208
4u-Ananda,0.17544,0.49838,0.38265
4u-Ananda,0.13333,0.539,0.45702
4u-Ananda,0.14035,0.54033,0.49909
4u-Ananda,0.13925,0.55803,0.50744
4u-Ananda,0.22807,0.42632,0.25263
4u-Ananda,0.14035,0.3348,0.42105
4u-Ananda,0.13684,0.50198,0.53759
4u-Ananda,0.13876,0.52733,0.47368
4u-Ananda,0.12982,0.55499,0.56023
4u-Ananda,0.13333,0.5162,0.44345
4u-Ananda,0.16228,0.50998,0.40919
4u-Ananda,0.16082,0.53094,0.38194
4u-Ananda,0.12531,0.61558,0.66071
4u-Ananda,0.1261,0.50669,0.48819
4u-Ananda,0.14912,0.51726,0.37421
4u-Ananda,0.14681,0.53915,0.51489
4u-Ananda,0.13716,0.52569,0.43413
4u-Ananda,0.16491,0.52075,0.55197
4u-Ananda,0.14386,0.5101,0.48864
4u-Ananda,0.13784,0.48737,0.39835
4u-Ananda,0.16228,0.47934,0.50337
4u-Ananda,0.14722,0.55262,0.42229
4u-Ananda,0.15152,0.54114,0.43864
4u-Ananda,0.14722,0.49398,0.46932
4u-Ananda,0.15167,0.5134,0.43254
4u-Ananda,0.12222,0.52985,0.36111
4u-Ananda,0.14896,0.55131,0.43
4u-Ananda,0.16042,0.5364,0.36857
4u-Ananda,0.15714,0.56104,0.39065
4u-Ananda,0.14231,0.54724,0.42016
4u-Ananda,0.18333,0.45787,0.28036
4u-Ananda,0.15278,0.52812,0.40833
4u-Ananda,0.15,0.52059,0.41579
4u-Ananda,0.13793,0.46354,0.47368
4u-Ananda,0.12644,0.52412,0.44374
4u-Ananda,0.12997,0.56096,0.54951
4u-Ananda,0.17241,0.49838,0.38265
4u-Ananda,0.16379,0.54097,0.4
4u-Ananda,0.12539,0.59615,0.61905
4u-Ananda,0.14368,0.53092,0.45503
4u-Ananda,0.12356,0.46306,0.43541
4u-Ananda,0.13793,0.53893,0.39115
4u-Ananda,0.17241,0.51032,0.45315
4u-Ananda,0.15086,0.45959,0.32906
4u-Ananda,0.14324,0.55375,0.50718
4u-Ananda,0.14181,0.55278,0.50188
4u-Ananda,0.16842,0.53277,0.38748
4u-Ananda,0.14254,0.56064,0.54737
4u-Ananda,0.1517,0.51554,0.40539
4u-Ananda,0.14145,0.53471,0.49234
4u-Ananda,0.15205,0.50979,0.4801
4u-Ananda,0.154,0.49194,0.39043
4u-Ananda,0.13684,0.48733,0.46559
4u-Ananda,0.15205,0.49415,0.47836
4u-Ananda,0.14286,0.49718,0.42544
4u-Ananda,0.15132,0.52818,0.49357
4u-Ananda,0.15351,0.44038,0.74182
4u-Ananda,0.12865,0.5,0.53801
4u-Ananda,0.13684,0.49243,0.40202
4u-Ananda,0.14474,0.51639,0.51494
4u-Ananda,0.14181,0.53776,0.50188
4u-Ananda,0.15789,0.47432,0.38383
4u-Ananda,0.14035,0.3348,0.42105
4u-Ananda,0.13716,0.51339,0.42304
4u-Ananda,0.13509,0.50662,0.43703
4u-Ananda,0.139,0.52745,0.46098
4u-Ananda,0.14145,0.53058,0.49234
4u-Ananda,0.16792,0.49899,0.46862
4u-Anurada,0.046429,0.33447,0.34028
4u-Anurada,0.083333,0.29947,0.26263
4u-Anurada,0.055357,0.23077,0.1682
4u-Anurada,0.096429,0.35347,0.24242
4u-Anurada,0.041209,0.31893,0.30175
4u-Anurada,0.060065,0.2784,0.2457
4u-Anurada,0.048469,0.32883,0.3
4u-Anurada,0.047619,0.27254,0.33483
4u-Anurada,0.053571,0.2883,0.27994
4u-Anurada,0.047619,0.27254,0.33483
4u-Anurada,0.047619,0.31105,0.30962
4u-Anurada,0.050325,0.33097,0.31197
4u-Anurada,0.053571,0.33236,0.34866
4u-Anurada,0.044643,0.29004,0.34222
4u-Anurada,0.058442,0.32228,0.28257
4u-Anurada,0.048701,0.32267,0.28723
4u-Anurada,0.058036,0.32621,0.30278
4u-Anurada,0.059524,0.29835,0.27701
4u-Anurada,0.048214,0.32674,0.31679
4u-Anurada,0.043651,0.3186,0.36497
4u-Anurada,0.059524,0.31597,0.34091
4u-Anurada,0.05,0.31159,0.30556
4u-Anurada,0.080357,0.28234,0.25463
4u-Anurada,0.066327,0.27827,0.24359
4u-Anurada,0.046875,0.29306,0.33778
4u-Anurada,0.043831,0.33428,0.34843
4u-Anurada,0.059524,0.30491,0.26496
4u-Anurada,0.056723,0.28294,0.28889
4u-Anurada,0.084821,0.30664,0.31226
4u-Anurada,0.053571,0.2991,0.32155
4u-Anurada,0.057143,0.31205,0.29563
4u-Anurada,0.059524,0.29753,0.29563
4u-Anurada,0.05,0.30824,0.30556
4u-Anurada,0.080357,0.28107,0.23827
4u-Anurada,0.047619,0.26805,0.31638
4u-Anurada,0.094545,0.29889,0.21991
4u-Anurada,0.038182,0.33652,0.34323
4u-Anurada,0.056364,0.23404,0.1682
4u-Anurada,0.050909,0.3149,0.30378
4u-Anurada,0.05303,0.27342,0.26866
4u-Anurada,0.05974,0.33333,0.29346
4u-Anurada,0.057754,0.33098,0.29958
4u-Anurada,0.072727,0.31704,0.27037
4u-Anurada,0.069697,0.3176,0.33787
4u-Anurada,0.072727,0.27818,0.30952
4u-Anurada,0.035714,0.29091,0.38194
4u-Anurada,0.042411,0.35994,0.27525
4u-Anurada,0.076531,0.29534,0.30851
4u-Anurada,0.055451,0.30488,0.30144
4u-Anurada,0.058442,0.31532,0.28257
4u-Anurada,0.066327,0.27339,0.24359
4u-Anurada,0.056723,0.284,0.28889
4u-Anurada,0.053571,0.32208,0.29759
4u-Anurada,0.048077,0.33194,0.28754
4u-Anurada,0.061012,0.31304,0.28034
4u-Anurada,0.059821,0.29455,0.31381
4u-Anurada,0.039835,0.33758,0.3523
4u-Anurada,0.058673,0.28929,0.24603
4u-Anurada,0.049603,0.30467,0.2864
4u-Anurada,0.096429,0.33267,0.24673
4u-Anurada,0.055556,0.28315,0.30342
4u-Anurada,0.14286,0.21587,0.33333
4u-Anurada,0.053571,0.31056,0.34866
4u-Anurada,0.048701,0.32267,0.28723
4u-Anurada,0.084821,0.31481,0.31226
4u-Anurada,3.6667,0,0
4u-Anurada,0.068627,0.36741,0.37778
4u-Anurada,0.059977,0.37903,0.38352
4u-Anurada,NaN,0,0
4u-Anurada,0.059524,0.30542,0.27701
4u-Anurada,0.042208,0.32643,0.33881
4u-Anurada,0.071429,0.2888,0.32429
4u-Anurada,0.039835,0.33036,0.3523
4u-Anurada,0.053571,0.32243,0.3031
4u-Anurada,0.065476,0.33295,0.284
4u-Anurada,0.035714,0.31111,0.37654
4u-Anurada,0.079365,0.29931,0.34226
4u-Anurada,0.064935,0.32798,0.30556
4u-Anurada,0.056122,0.28351,0.26054
4u-Anurada,0.055952,0.3022,0.28289
4u-Anurada,0.068452,0.3176,0.33787
4u-Anurada,0.046992,0.3308,0.28058
4u-Anurada,0.058442,0.36696,0.29266
4u-Anurada,0.042857,0.30412,0.34786
4u-Anurada,0.084821,0.31481,0.31226
4u-Anurada,0.045759,0.34206,0.28659
4u-Anurada,0.060714,0.30581,0.33156
4u-Anurada,0.071429,0.28113,0.3125
4u-Anurada,0.071429,0.29541,0.25439
4u-Anurada,0.055357,0.23077,0.1682
4u-Anurada,0.057143,0.31806,0.27175
4u-Anurada,0.065476,0.31881,0.31944
4u-Anurada,0.051786,0.31254,0.2963
4u-Anurada,0.063393,0.28893,0.28322
4u-Anurada,0.041667,0.31718,0.33011
4u-Anurada,0.092857,0.29804,0.25
4u-Anurada,0.035714,0.26667,0.38194
4u-Anurada,0.065476,0.33014,0.29134
4u-Anurada,0.056122,0.25942,0.24579
4u-Anurada,0.047475,0.32308,0.32479
4u-Anurada,0.058182,0.33294,0.34486
4u-Anurada,0.058874,0.29306,0.3192
4u-Anurada,0.045455,0.33201,0.33412
4u-Anurada,0.067532,0.29644,0.28025
4u-Anurada,0.056818,0.30224,0.29551
4u-Anurada,0.058182,0.33531,0.29812
4u-Anurada,0.14545,0.21429,0.32407
4u-Anurada,0.059091,0.32621,0.30278
4u-Anurada,0.060606,0.29835,0.27701
4u-Anurada,0.077922,0.29835,0.28889
4u-Anurada,0.054545,0.37778,0.32298
4u-Anurada,0.076768,0.28216,0.26227
4u-Anurada,0.059504,0.37688,0.29266
4u-Anurada,0.061364,0.32432,0.29861
4u-Anurada,0.054545,0.30375,0.32421
4u-Anurada,0.043182,0.35008,0.27525
4u-Anurada,0.054545,0.30127,0.3476
4u-Anurada,0.05124,0.33097,0.31197
4u-Anurada,0.094545,0.29828,0.27288
4u-Anurada,0.056818,0.34356,0.35812
4u-Anurada,0.06281,0.31533,0.34877
4u-Anurada,0.055195,0.30035,0.31139
4u-Anurada,0.084821,0.33255,0.31226
4u-Anurada,0.084821,0.31481,0.31226
4u-Anurada,0.065476,0.32176,0.31944
4u-Anurada,0.051786,0.31607,0.2963
4u-Anurada,0.056723,0.26573,0.24029
4u-Anurada,0.044643,0.30163,0.35049
4u-Anurada,0.047269,0.32569,0.29976
4u-Anurada,0.065476,0.33094,0.29085
4u-Anurada,0.056122,0.24691,0.24579
4u-Anurada,0.05102,0.32762,0.31306
4u-Anurada,0.059783,0.3382,0.26564
4u-Anurada,0.042208,0.32643,0.33881
4u-Anurada,0.049107,0.2914,0.29259
4u-Anurada,0.10714,0.31183,0.83333
4u-Anurada,0.042857,0.30576,0.31548
4u-Anurada,0.035714,0.31878,0.36895
4u-Anurada,0.056818,0.31446,0.27684
4u-Anurada,0.056818,0.31517,0.28065
4u-Anurada,0.048469,0.31008,0.32716
4u-Anurada,0.035714,0.23375,0.36923
4u-Anurada,0.048469,0.37074,0.31001
4u-Anurada,0.035714,0.32222,0.375
4u-Anurada,0.060268,0.30149,0.3251
4u-Anurada,0.14286,0.2042,0.33333
4u-Anurada,0.053571,0.29978,0.3476
4u-Anurada,0.051786,0.2948,0.32562
4u-Anurada,0.050595,0.29209,0.30193
4u-Anurada,0.065476,0.32407,0.33696
4u-Anurada,0.051339,0.3083,0.28829
4u-Anurada,0.071429,0.30189,0.30808
4u-Anurada,0.07619,0.31317,0.31325
4u-Anurada,0.079937,0.35006,0.31765
4u-Anurada,0.074713,0.31867,0.35784
4u-Anurada,0.056034,0.25028,0.17647
4u-Anurada,0.05665,0.28202,0.325
4u-Anurada,0.048276,0.32695,0.32454
4u-Anurada,0.062696,0.29572,0.29981
4u-Anurada,0.038793,0.31923,0.40484
4u-Anurada,0.090517,0.31424,0.32983
4u-Anurada,0.092672,0.35429,0.34967
4u-Anurada,0.08908,0.31286,0.28571
4u-Anurada,0.034483,0.31111,0.3037
4u-Anurada,0.084052,0.32102,0.32193
4u-Anurada,0.038793,0.32807,0.35759
4u-Anurada,0.065497,0.30457,0.33657
4u-Anurada,0.092105,0.31016,0.32983
4u-Anurada,0.090226,0.31909,0.31674
4u-Anurada,0.052632,0.31521,0.30327
4u-Anurada,0.047619,0.29807,0.3615
4u-Anurada,0.074074,0.27759,0.26539
4u-Anurada,0.076023,0.31592,0.35784
4u-Anurada,0.070175,0.31279,0.3119
4u-Anurada,0.062657,0.31342,0.32385
4u-Anurada,0.050439,0.31365,0.30545
4u-Anurada,0.066667,0.29758,0.29176
4u-Anurada,0.074561,0.27595,0.27353
4u-Anurada,0.052381,0.31878,0.32766
4u-Anurada,0.040179,0.2321,0.275
4u-Anurada,0.053571,0.31223,0.29935
4u-Anurada,0.092857,0.30522,0.25
4u-Anurada,0.065476,0.40591,0.30763
4u-Anurada,0.045759,0.33358,0.31076
4u-Anurada,0.075397,0.29074,0.30741
4u-Anurada,0.067602,0.31422,0.36111
4u-Anurada,0.068452,0.3176,0.33787
4u-Anurada,0.063312,0.29659,0.33723
4u-Anurada,0.075397,0.29036,0.27778
4u-Anurada,0.068452,0.31208,0.33787
4u-Anurada,0.071429,0.3065,0.28931
4u-Anurada,0.083333,0.30519,0.28616
4u-Anurada,0.084821,0.30664,0.31226
4u-Anurada,0.05,0.27664,0.29475
4u-Anurada,0.035714,0.33196,0.32018
4u-Anurada,0.057143,0.28604,0.36182
4u-Anurada,0.056122,0.28061,0.26054
4u-Anurada,0.058673,0.33847,0.30105
4u-Anurada,0.060268,0.32432,0.29861
4u-Anurada,0.084821,0.29076,0.33699
4u-Anurada,0.066071,0.30179,0.31804
4u-Anurada,0.053571,0.29274,0.31424
4u-Anurada,0.14286,0.2042,0.33333
4u-Anurada,0.068452,0.31208,0.33787
4u-Anurada,0.041667,0.30364,0.33565
4u-Anurada,0.035714,0.31063,0.38697
4u-Anurada,0.057331,0.31706,0.29662
4u-Anurada,0.076531,0.31874,0.30208
4u-Anurada,0.089286,0.34284,0.28956
4u-Anurada,0.035714,0.30093,0.38697
4u-Anurada,0.060065,0.28157,0.2457
4u-Anurada,0.045238,0.33014,0.33586
4u-Anurada,0.07458,0.29583,0.24913
4u-Anurada,0.061384,0.32725,0.31838
4u-Anurada,0.092857,0.28611,0.22797
4u-Anurada,0.077806,0.33044,0.25299
4u-Anurada,0.047273,0.2851,0.29085
4u-Anurada,0.050909,0.28084,0.31481
4u-Anurada,0.064336,0.29316,0.25383
4u-Anurada,0.052727,0.31033,0.30423
4u-Anurada,0.081818,0.425,0.57576
4u-Anurada,0.060606,0.29426,0.29563
4u-Anurada,0.066667,0.39522,0.30763
4u-Anurada,0.060079,0.32444,0.32744
4u-Anurada,0.053476,0.31605,0.27268
4u-Anurada,0.078788,0.28388,0.28526
4u-Anurada,0.066667,0.28526,0.22963
4u-Anurada,0.036364,0.26641,0.35673
4u-Anurada,0.14545,0.2042,0.33333
4u-Anurada,0.080357,0.36014,0.25278
4u-Anurada,0.05,0.29111,0.32576
4u-Anurada,0.055804,0.35787,0.35812
4u-Anurada,0.095238,0.26447,0.17742
4u-Anurada,0.035714,0.29478,0.38697
4u-Anurada,0.058036,0.32413,0.30278
4u-Anurada,0.061508,0.29263,0.30045
4u-Anurada,0.065476,0.39872,0.30763
4u-Anurada,0.065789,0.29735,0.29583
4u-Anurada,0.058036,0.31269,0.25711
4u-Anurada,0.092857,0.26309,0.22797
4u-Anurada,0.084821,0.32793,0.31226
4u-Anurada,0.050223,0.31939,0.30682
4u-Anurada,0.065476,0.38056,0.33889
4u-Anurada,0.042857,0.3013,0.31548
4u-Anurada,0.071429,0.33844,0.3003
4u-Anurada,0.055804,0.32181,0.30556
4u-Anurada,0.076923,0.30882,0.31327
4u-Anurada,0.042411,0.35008,0.27525
4u-Anurada,0.050893,0.31928,0.27778
4u-Anurada,0.048701,0.32011,0.28723
4u-Anurada,0.080357,0.3408,0.25595
4u-Anurada,0.041353,0.31101,0.33069
4u-Anurada,0.052632,0.26026,0.23696
4u-Anurada,0.063796,0.338,0.30556
4u-Anurada,0.05653,0.32184,0.29222
4u-Anurada,0.052632,0.29274,0.31424
4u-Anurada,0.067251,0.30939,0.33787
4u-Anurada,0.040936,0.3019,0.33565
4u-Anurada,0.05614,0.20305,0.50625
4u-Anurada,0.070175,0.34238,0.3003
4u-Anurada,0.057416,0.31194,0.28257
4u-Anurada,0.05653,0.31527,0.28819
4u-Anurada,0.071429,0.34046,0.34014
4u-Anurada,0.059524,0.29753,0.29563
4u-Anurada,0.055952,0.30462,0.26006
4u-Anurada,0.051786,0.30454,0.24359
4u-Anurada,0.057692,0.30845,0.29778
4u-Anurada,0.035714,0.30093,0.38697
4u-Anurada,0.047194,0.31985,0.31415
4u-Anurada,0.059821,0.29466,0.31871
4u-Anurada,0.048214,0.33123,0.31679
4u-Anurada,0.046753,0.32654,0.36111
4u-Anurada,0.048052,0.31677,0.31415
4u-Anurada,0.048485,0.31815,0.34018
4u-Anurada,0.14545,0.23611,0.33333
4u-Anurada,0.042424,0.30423,0.33582
4u-Anurada,0.047273,0.27025,0.29085
4u-Anurada,0.069697,0.31208,0.33787
4u-Anurada,0.044156,0.3049,0.34222
4u-Anurada,0.042975,0.3227,0.30808
4u-Anurada,0.050909,0.31501,0.33256
4u-Anurada,0.056818,0.3,0.29551
4u-Anurada,0.11818,0.20459,0.11742
4u-Araliya. Warp,0.082143,0.37889,0.76087
4u-Araliya. Warp,0.10714,0.44213,1
4u-Araliya. Warp,0.10491,0.44178,0.35653
4u-Araliya. Warp,0.092262,0.49242,0.96443
4u-Araliya. Warp,0.093407,0.46915,0.82034
4u-Araliya. Warp,0.10714,0.40689,0.38125
4u-Araliya. Warp,0.11039,0.43314,0.81071
4u-Araliya. Warp,0.13393,0.41287,0.63333
4u-Araliya. Warp,0.11039,0.44345,0.76842
4u-Araliya. Warp,0.13393,0.41287,0.63333
4u-Araliya. Warp,0.091071,0.41227,0.875
4u-Araliya. Warp,0.094643,0.43516,0.82564
4u-Araliya. Warp,0.12037,0.41391,0.68388
4u-Araliya. Warp,0.10648,0.43143,0.92781
4u-Araliya. Warp,0.092593,0.37164,0.83636
4u-Araliya. Warp,0.12037,0.42688,0.74364
4u-Araliya. Warp,0.09465,0.39576,0.38495
4u-Araliya. Warp,0.10774,0.39375,0.81333
4u-Araliya. Warp,0.13492,0.45798,0.72062
4u-Araliya. Warp,0.13542,0.45231,0.66411
4u-Araliya. Warp,0.13889,0.39241,0.78656
4u-Araliya. Warp,0.12593,0.41685,0.68035
4u-Araliya. Warp,0.12346,0.46718,0.3541
4u-Araliya. Warp,0.14352,0.40964,1
4u-Araliya. Warp,0.1,0.37262,0.31707
4u-Araliya. Warp,0.1,0.46429,0.615
4u-Araliya. Warp,0.11688,0.37734,0.71316
4u-Araliya. Warp,0.090909,0.42676,0.96
4u-Araliya. Warp,0.078788,0.31731,0.47222
4u-Araliya. Warp,0.13455,0.5303,0.55676
4u-Araliya. Warp,0.11636,0.42143,0.41373
4u-Araliya. Warp,0.10682,0.4448,0.35653
4u-Araliya. Warp,0.10519,0.43961,0.75676
4u-Araliya. Warp,0.11212,0.43102,0.7209
4u-Araliya. Warp,0.11667,0.47229,0.71233
4u-Araliya. Warp,0.10788,0.46244,0.75802
4u-Araliya. Warp,0.11736,0.47826,0.60725
4u-Araliya. Warp,0.11212,0.38684,0.80667
4u-Araliya. Warp,0.14555,0.4208,0.70465
4u-Araliya. Warp,0.12314,0.46412,0.69904
4u-Araliya. Warp,0.089194,0.45921,0.53
4u-Araliya. Warp,0.12938,0.46442,0.71707
4u-Araliya. Warp,0.12098,0.45331,0.66383
4u-Araliya. Warp,0.11887,0.48029,0.35458
4u-Araliya. Warp,0.11509,0.51034,0.68594
4u-Araliya. Warp,0.11132,0.45955,0.78267
4u-Araliya. Warp,0.10417,0.48475,0.86842
4u-Araliya. Warp,0.098148,0.43516,0.82564
4u-Araliya. Warp,0.11728,0.4336,0.91393
4u-Araliya. Warp,0.11806,0.4678,0.61154
4u-Araliya. Warp,0.095679,0.46651,0.96443
4u-Araliya. Warp,0.11279,0.4518,0.69643
4u-Araliya. Warp,0.092593,0.37119,0.43092
4u-Araliya. Warp,0.11111,0.44419,0.67966
4u-Araliya. Warp,0.13426,0.38875,0.78261
4u-Araliya. Warp,0.099074,0.44366,0.78602
4u-Araliya. Warp,0.090741,0.43955,0.78163
4u-Araliya. Warp,0.11321,0.44342,0.41964
4u-Araliya. Warp,0.10063,0.43951,0.82906
4u-Araliya. Warp,0.11635,0.41182,0.8037
4u-Araliya. Warp,0.096226,0.42379,0.88148
4u-Araliya. Warp,0.10243,0.37533,0.82155
4u-Araliya. Warp,0.11132,0.45763,0.80983
4u-Araliya. Warp,0.14675,0.47372,0.54955
4u-Araliya. Warp,0.12736,0.49313,0.68704
4u-Araliya. Warp,0.080189,0.3655,0.79012
4u-Araliya. Warp,0.11321,0.42302,0.34722
4u-Araliya. Warp,0.12579,0.46147,0.53107
4u-Araliya. Warp,0.125,0.46216,0.62704
4u-Araliya. Warp,0.18182,0.48515,0.63636
4u-Araliya. Warp,0.14423,0.48316,0.547
4u-Araliya. Warp,0.11923,0.4386,0.77049
4u-Araliya. Warp,0.14423,0.4026,0.78656
4u-Araliya. Warp,0.12019,0.46673,0.78375
4u-Araliya. Warp,0.12955,0.46209,0.66877
4u-Araliya. Warp,0.13675,0.4862,0.80519
4u-Araliya. Warp,0.13049,0.48455,0.76741
4u-Araliya. Warp,0.14423,0.46212,0.67832
4u-Araliya. Warp,0.092424,0.48195,0.94
4u-Araliya. Warp,0.10303,0.42469,0.91057
4u-Araliya. Warp,0.12121,0.41564,0.79798
4u-Araliya. Warp,0.094949,0.43664,0.47654
4u-Araliya. Warp,0.12121,0.48957,0.67601
4u-Araliya. Warp,0.11515,0.42509,0.77778
4u-Araliya. Warp,0.098182,0.41703,0.96296
4u-Araliya. Warp,0.084848,0.31521,0.47751
4u-Araliya. Warp,0.1021,0.44078,0.70317
4u-Araliya. Warp,0.11948,0.44139,0.70635
4u-Araliya. Warp,0.12273,0.4494,0.37274
4u-Araliya. Warp,0.11364,0.41754,0.68576
4u-Araliya. Warp,0.13962,0.52239,0.55676
4u-Araliya. Warp,0.12453,0.42994,0.67538
4u-Araliya. Warp,0.13679,0.39367,0.78261
4u-Araliya. Warp,0.13498,0.46961,0.82254
4u-Araliya. Warp,0.090909,0.46752,0.92449
4u-Araliya. Warp,0.1012,0.37027,0.77755
4u-Araliya. Warp,0.1,0.43858,0.82564
4u-Araliya. Warp,0.09434,0.4013,0.96
